emp_no,first_name,last_name,birth_date,from_date,to_date,title
25220,Shuho,Mullainathan,1952-10-07,1986-11-18,9999-01-01,Engineer
25222,Weicheng,Ananiadou,1954-01-28,1996-05-20,9999-01-01,Staff
25225,Abdelaziz,Vrecion,1954-10-18,1996-02-21,9999-01-01,Engineer
25238,Oscar,Merkl,1954-09-07,1999-06-16,9999-01-01,Engineer
25241,Mara,Solares,1953-03-07,1996-06-13,9999-01-01,Engineer
25244,Ayonca,Rosay,1952-03-22,1997-08-17,9999-01-01,Engineer
25255,Heng,Erdi,1953-06-04,1995-02-16,9999-01-01,Senior Staff
25261,Hilari,Perez,1952-04-23,1993-06-12,9999-01-01,Engineer
25272,Hironoby,Bala,1953-05-24,1999-10-21,9999-01-01,Engineer
25276,Sachio,Leijenhorst,1954-09-07,1999-08-02,9999-01-01,Staff
25282,Gladys,Papadias,1953-03-07,1993-06-17,9999-01-01,Senior Engineer
25286,Mabo,Aloisi,1953-07-08,1998-09-10,9999-01-01,Engineer
25290,Yannik,Taneja,1954-01-24,1991-09-30,9999-01-01,Assistant Engineer
25298,Junsik,Gronowski,1954-12-21,1998-08-02,9999-01-01,Staff
25299,Remzi,Binding,1954-12-31,1996-10-01,9999-01-01,Engineer
25302,Susanna,Minakawa,1953-03-13,1994-05-01,9999-01-01,Technique Leader
25303,Goo,Ligten,1953-09-09,2001-10-10,9999-01-01,Senior Engineer
25308,Abdelaziz,Mayerwieser,1952-11-02,1987-09-03,9999-01-01,Engineer
25312,Florian,Lenart,1953-11-08,1992-05-10,9999-01-01,Engineer
25314,Hidekazu,Luit,1954-09-27,2000-07-01,9999-01-01,Engineer
25323,Shigeaki,Undy,1954-01-09,1998-08-03,9999-01-01,Engineer
25324,Shounak,Reutenauer,1952-06-15,1994-09-16,9999-01-01,Senior Staff
25327,Mohamadou,Miculan,1952-10-15,1997-05-04,9999-01-01,Senior Engineer
25335,Etsuo,Itzfeldt,1953-10-23,1991-07-10,9999-01-01,Technique Leader
25344,Akhilish,Brlek,1952-04-29,2001-04-25,9999-01-01,Senior Engineer
25350,Boriana,Sommer,1953-05-11,1998-07-03,9999-01-01,Senior Staff
25352,Moie,Ranta,1954-02-18,1990-02-03,9999-01-01,Engineer
25363,Ipke,Moehrke,1952-12-16,1986-07-05,9999-01-01,Senior Staff
25365,Naftali,Solares,1953-02-04,1994-12-02,9999-01-01,Engineer
25370,Jagoda,Puoti,1954-02-10,1989-05-18,9999-01-01,Senior Staff
25371,Goh,Ishibashi,1953-10-28,1988-01-06,9999-01-01,Senior Staff
25372,Thanasis,Peyn,1952-05-24,1996-10-27,9999-01-01,Engineer
25375,Shan,Hettesheimer,1952-04-06,1989-09-06,9999-01-01,Engineer
25376,Nathan,Panienski,1954-05-14,1989-04-14,9999-01-01,Technique Leader
25378,Mountaz,Schnelling,1953-05-27,1989-03-01,9999-01-01,Senior Staff
25379,Eric,Mullainathan,1953-09-04,1986-05-18,9999-01-01,Senior Engineer
25380,Radhika,Menhoudj,1954-07-27,1998-10-01,9999-01-01,Engineer
25391,Hatsukazu,Billawala,1953-05-01,2000-01-28,9999-01-01,Assistant Engineer
25394,Mart,Christ,1954-12-03,1990-12-20,9999-01-01,Engineer
25401,Arunachalam,Francisci,1952-08-23,1987-08-02,9999-01-01,Senior Engineer
25406,Dung,Improta,1952-03-01,1988-09-23,9999-01-01,Senior Staff
25410,Marke,Leijenhorst,1954-01-05,1990-09-08,9999-01-01,Technique Leader
25412,Berna,Rotem,1954-08-08,1987-05-27,9999-01-01,Engineer
25426,Anneli,Gente,1954-02-27,1994-12-24,9999-01-01,Engineer
25429,Sugwoo,Valette,1952-03-27,1992-03-21,9999-01-01,Assistant Engineer
25440,Khaled,Sadowski,1954-01-06,1998-09-29,9999-01-01,Staff
25453,Otilia,Jullig,1954-09-23,1989-12-17,9999-01-01,Assistant Engineer
25462,Vasilii,Rohrbach,1952-12-29,1986-03-26,9999-01-01,Engineer
25468,Koldo,Bugaenko,1952-09-12,1998-11-28,9999-01-01,Staff
25470,Tze,Sifakis,1954-11-01,1994-05-16,9999-01-01,Senior Staff
25478,Fumitaka,Baranowski,1954-12-25,1997-08-09,9999-01-01,Engineer
25479,Paddy,Tchuente,1953-12-24,1986-12-29,9999-01-01,Engineer
25487,Aleksandar,Picci,1954-06-01,1990-02-16,9999-01-01,Senior Engineer
25491,Annemarie,Rosis,1952-10-08,1987-09-12,9999-01-01,Engineer
25495,Stein,Lakshmanan,1952-11-01,1990-10-04,9999-01-01,Engineer
25497,Mitsuyuki,Varman,1953-02-04,1986-03-18,9999-01-01,Technique Leader
25498,Rimon,Sankaranarayanan,1953-09-21,1990-01-17,9999-01-01,Engineer
25504,Pramod,Servi,1952-06-24,1990-10-29,9999-01-01,Senior Staff
25514,Sushant,Homond,1954-02-17,1994-08-03,9999-01-01,Senior Staff
25520,Sajjad,Rubsam,1952-11-22,1996-02-02,9999-01-01,Senior Engineer
25521,Chanjung,Raney,1953-02-11,1987-09-03,9999-01-01,Engineer
25536,Sailaja,Cannata,1953-09-01,1999-10-02,9999-01-01,Engineer
25537,Akeel,Ibel,1952-05-07,1987-07-05,9999-01-01,Senior Staff
25538,Leon,Fritzsche,1954-06-09,1995-06-12,9999-01-01,Technique Leader
25541,Mohua,Danley,1952-09-07,1987-05-20,9999-01-01,Senior Engineer
25546,Charmane,Engelmann,1954-09-02,1990-04-16,9999-01-01,Engineer
25547,Krassimir,Ranum,1954-01-11,1996-08-15,9999-01-01,Technique Leader
25548,Henk,Gluchowski,1954-07-16,1990-03-12,9999-01-01,Senior Staff
25550,Shaz,Haddadi,1954-11-17,1991-04-02,9999-01-01,Engineer
25573,Trygve,Bahi,1952-09-18,1988-12-31,9999-01-01,Senior Staff
25576,Izaskun,Piazza,1952-10-30,1995-01-17,9999-01-01,Senior Engineer
25581,Michaela,Pileggi,1954-12-31,1990-02-18,9999-01-01,Senior Staff
25583,Fun,Fandrianto,1954-09-15,1999-06-22,9999-01-01,Engineer
25592,Danai,Naudin,1952-10-18,1993-12-28,9999-01-01,Technique Leader
25599,Masoud,Pillow,1952-08-03,1986-05-13,9999-01-01,Senior Staff
25600,Jinpo,McClurg,1954-02-20,1986-10-09,9999-01-01,Senior Staff
25603,Kwangsub,Desikan,1954-09-19,1985-09-10,9999-01-01,Senior Staff
25613,Volkmar,Nannarelli,1952-05-02,1999-08-14,9999-01-01,Engineer
25615,Aria,Strehl,1953-09-11,1985-09-30,9999-01-01,Senior Staff
25623,Berthier,Falby,1954-09-30,1996-02-06,9999-01-01,Staff
25628,Kagan,Osgood,1954-02-15,1999-01-16,9999-01-01,Staff
25632,Arunachalam,Ramamoorthy,1952-08-12,1990-05-20,9999-01-01,Engineer
25633,Haldon,Azumi,1952-03-13,1996-11-24,9999-01-01,Senior Staff
25643,Adin,Peak,1952-11-12,2000-09-12,9999-01-01,Staff
25644,Kwangho,Straney,1952-04-10,1985-12-13,9999-01-01,Senior Staff
25649,Jiafu,Denos,1953-12-17,1991-04-12,9999-01-01,Engineer
25651,Jamaludin,Cappelletti,1953-02-12,1997-08-07,9999-01-01,Senior Staff
25659,Yishay,Rissland,1952-03-24,1992-06-14,9999-01-01,Senior Staff
25670,Youssef,Chvatal,1953-11-26,1993-06-21,9999-01-01,Engineer
25673,Ottavia,Azulay,1954-12-16,1995-06-26,9999-01-01,Engineer
25685,Shalesh,Sommer,1952-09-17,1986-06-20,9999-01-01,Senior Staff
25690,Ennio,Hedayat,1952-07-15,1997-10-17,9999-01-01,Technique Leader
25692,Lein,Unno,1954-04-15,1987-12-01,9999-01-01,Senior Staff
25705,Cathie,Iacovou,1952-02-28,1995-08-21,9999-01-01,Engineer
25717,Froduald,Speek,1954-10-17,1993-11-03,9999-01-01,Senior Staff
25720,Moie,Majewski,1952-03-09,1998-10-03,9999-01-01,Senior Engineer
25726,Bojan,Lyonns,1954-08-16,1989-09-30,9999-01-01,Senior Staff
25732,Shounak,Ducloy,1954-03-09,1987-05-14,9999-01-01,Senior Engineer
25738,Yuchang,McClure,1954-06-11,1995-07-04,9999-01-01,Senior Staff
25739,Kshitij,Capobianchi,1953-03-01,1997-10-30,9999-01-01,Engineer
25741,Toshimori,Naumovich,1952-08-21,1989-08-28,9999-01-01,Senior Staff
25746,Arup,Azumi,1952-06-12,1993-03-03,9999-01-01,Assistant Engineer
25749,Mara,Rebaine,1954-07-21,1989-12-05,9999-01-01,Senior Staff
25752,Lijie,Sichman,1952-09-25,1996-11-10,9999-01-01,Engineer
25755,Aria,Setiz,1954-03-06,1987-06-25,9999-01-01,Engineer
25761,Hugo,Lundstrom,1952-07-11,1985-07-29,9999-01-01,Senior Staff
25765,Demin,Suermann,1953-10-13,1986-10-10,9999-01-01,Engineer
25771,Sibyl,Passino,1953-01-30,1991-04-25,9999-01-01,Senior Engineer
25772,Greger,Marrevee,1952-03-11,1993-12-28,9999-01-01,Senior Staff
25780,Zvonko,Bernick,1954-10-27,1998-06-28,9999-01-01,Senior Staff
25795,Claudi,Erie,1953-02-21,1988-01-02,9999-01-01,Senior Staff
25797,Morrie,Nooteboom,1952-07-06,1999-12-20,9999-01-01,Engineer
25801,Genta,Trogemann,1952-04-24,1987-05-27,9999-01-01,Senior Staff
25802,Jovan,Wissmann,1952-02-09,1998-07-02,9999-01-01,Staff
25804,Krisda,Vesna,1954-11-21,1990-12-06,9999-01-01,Senior Staff
25811,Fen,Ranze,1953-09-14,1988-03-22,9999-01-01,Senior Engineer
25816,Jenwei,Ertl,1952-03-06,1995-12-17,9999-01-01,Staff
25822,Erzsebet,Chorvat,1953-05-23,1995-03-27,9999-01-01,Engineer
25828,Selwyn,Perly,1954-09-13,1988-04-09,9999-01-01,Senior Staff
25835,Maria,Poehlman,1954-05-04,1986-05-09,9999-01-01,Senior Staff
25841,Shahab,Ernst,1954-11-13,1988-03-22,9999-01-01,Senior Staff
25858,Tzu,Hitomi,1954-11-09,1997-07-08,9999-01-01,Engineer
25859,Subhrajyoti,Vasanthakumar,1954-08-18,1985-10-04,9999-01-01,Senior Engineer
25862,Khaled,Tasistro,1952-12-11,1987-09-06,9999-01-01,Engineer
25864,Tran,Slobodova,1953-09-27,1996-10-24,9999-01-01,Assistant Engineer
25865,Sreekrishna,Schaap,1954-09-29,1991-07-07,9999-01-01,Technique Leader
25867,Mamdouh,Ernst,1954-12-02,1999-12-18,9999-01-01,Senior Staff
25873,Yakichi,Codenie,1953-07-20,1986-10-16,9999-01-01,Engineer
25880,Zhanqiu,Pintelas,1953-04-08,1986-11-21,9999-01-01,Engineer
25882,Aleksander,Pellegrinelli,1954-08-31,1985-06-07,9999-01-01,Senior Staff
25885,Takanari,Zockler,1952-11-20,1994-11-21,9999-01-01,Staff
25906,Bokyung,Gulak,1952-04-30,1993-11-12,9999-01-01,Senior Engineer
25909,Mabry,Fendler,1952-06-01,1995-09-24,9999-01-01,Engineer
25916,Randy,Krogh,1952-07-06,1994-10-25,9999-01-01,Senior Staff
25918,Yoshimitsu,Iisaka,1954-10-24,1988-05-11,9999-01-01,Engineer
25920,Dzung,Peir,1954-02-01,1995-09-14,9999-01-01,Engineer
25935,Berhard,Parascandalo,1953-11-07,1992-07-24,9999-01-01,Senior Staff
25936,Siddarth,Ecklund,1952-07-25,1989-01-12,9999-01-01,Senior Staff
25937,Angus,Bodoff,1952-10-03,1987-06-06,9999-01-01,Senior Engineer
25938,Jeong,Kaminger,1953-11-19,1996-01-16,9999-01-01,Staff
25939,Shen,Setiz,1954-03-12,1986-09-17,9999-01-01,Senior Staff
25963,Jiakeng,Fandrianto,1952-04-30,1992-07-07,9999-01-01,Senior Staff
25972,Demos,Escriba,1952-11-07,1991-08-25,9999-01-01,Technique Leader
25979,Monique,Yemenis,1954-12-05,1986-06-23,9999-01-01,Engineer
25980,Otilia,Vanwelkenhuysen,1953-04-16,2002-01-26,9999-01-01,Senior Staff
25985,Rafols,Trachtenberg,1954-02-21,1995-12-23,9999-01-01,Senior Staff
25990,Suzette,Kroll,1952-05-18,1989-02-28,9999-01-01,Senior Staff
25992,Divier,Bugrara,1953-05-05,1992-03-29,9999-01-01,Senior Staff
26002,Vasiliy,Rusterholz,1953-07-18,1989-03-11,9999-01-01,Senior Staff
26012,Eric,Marwedel,1953-03-10,1985-05-04,9999-01-01,Engineer
26013,Martijn,Malabarba,1952-08-13,1999-06-16,9999-01-01,Engineer
26020,Deborah,Moffat,1952-10-17,1993-07-03,9999-01-01,Senior Staff
26022,Thanasis,Wrigley,1953-07-25,1992-07-20,9999-01-01,Assistant Engineer
26027,Conal,Hellwagner,1954-09-25,1988-02-27,9999-01-01,Engineer
26037,Radhika,Gadepally,1953-07-04,1999-12-12,9999-01-01,Engineer
26039,Kousuke,Bahi,1953-02-19,1999-02-16,9999-01-01,Engineer
26043,Ortrun,Zielinski,1952-07-17,1993-10-03,9999-01-01,Senior Staff
26053,Heekeun,Szmurlo,1954-03-11,1988-08-02,9999-01-01,Senior Staff
26056,Zissis,Spell,1954-01-08,1999-02-01,9999-01-01,Engineer
26064,Changho,Wallrath,1954-06-21,1992-04-03,9999-01-01,Senior Staff
26074,Lijie,Etalle,1953-04-30,1995-10-04,9999-01-01,Senior Engineer
26086,Turgut,Beutelspacher,1953-05-22,1985-11-12,9999-01-01,Senior Staff
26088,Theron,Woycyznski,1953-11-10,1985-06-06,9999-01-01,Senior Staff
26089,Theron,Heemskerk,1954-07-24,1995-03-27,9999-01-01,Senior Staff
26106,Fumiya,Halevi,1953-06-03,1997-04-29,9999-01-01,Staff
26110,Lorien,Veevers,1954-10-08,1990-06-29,9999-01-01,Senior Staff
26111,Tru,Spataro,1954-06-23,1996-05-06,9999-01-01,Staff
26112,Zhiguo,Sadowski,1953-04-09,1993-12-29,9999-01-01,Engineer
26113,Larisa,Brandsma,1952-12-06,1997-11-18,9999-01-01,Staff
26119,Akeno,Vesna,1953-02-18,1995-12-16,9999-01-01,Senior Engineer
26120,Xianlong,Marletta,1953-12-31,1991-06-09,9999-01-01,Engineer
26131,Manu,Rahimi,1952-06-28,1989-05-10,9999-01-01,Engineer
26134,Vishwani,McFarlin,1954-07-31,1999-01-13,9999-01-01,Engineer
26137,Lokesh,Gelosh,1952-04-03,1996-09-14,9999-01-01,Senior Engineer
26140,Phule,Stemann,1952-08-23,1995-04-21,9999-01-01,Engineer
26144,Kamakshi,Khasidashvili,1953-04-27,1992-05-26,9999-01-01,Senior Engineer
26153,Reuven,Bernini,1952-03-20,1988-05-14,9999-01-01,Engineer
26162,Yechiam,Grospietsch,1952-12-02,1985-07-26,9999-01-01,Senior Engineer
26168,Frazer,Koblitz,1952-10-10,1999-09-10,9999-01-01,Staff
26185,Pramod,Dulin,1953-08-08,1990-01-23,9999-01-01,Senior Staff
26188,Karlis,Hartvigsen,1952-03-08,1987-04-24,9999-01-01,Senior Staff
26190,Akeel,Heuter,1952-03-20,1997-09-18,9999-01-01,Staff
26191,Maya,Butterworth,1953-02-06,1997-09-07,9999-01-01,Engineer
26192,Geoffry,Tetzlaff,1954-04-05,1987-06-25,9999-01-01,Senior Engineer
26197,Lein,Oppitz,1953-06-29,1994-04-17,9999-01-01,Senior Staff
26221,Ashish,Straney,1954-01-09,1988-07-30,9999-01-01,Senior Staff
26226,Kenton,Alpin,1953-09-23,1996-01-05,9999-01-01,Staff
26231,Rimon,Marciano,1953-12-18,1993-07-26,9999-01-01,Senior Engineer
26232,Rosli,Slutz,1954-10-19,1994-04-01,9999-01-01,Engineer
26235,Jianhui,Gunderson,1952-11-16,1994-09-04,9999-01-01,Senior Staff
26237,Ewing,Angot,1954-01-27,1995-11-14,9999-01-01,Engineer
26248,Takanari,Junet,1952-02-16,1996-05-12,9999-01-01,Technique Leader
26252,Haldun,Flowers,1953-01-07,1987-08-18,9999-01-01,Senior Staff
26253,Gopalakrishnan,Alblas,1952-02-27,1995-04-26,9999-01-01,Staff
26254,Yuichiro,Rousseau,1953-10-17,1991-12-23,9999-01-01,Engineer
26256,Faiza,Michaels,1954-07-23,1986-03-20,9999-01-01,Senior Staff
26257,Muneo,Strehl,1954-10-20,1992-07-26,9999-01-01,Senior Engineer
26264,Sachio,Speckmann,1952-09-01,1990-12-28,9999-01-01,Senior Staff
26271,Yonghoan,Crabtree,1952-08-15,1993-06-09,9999-01-01,Senior Staff
26276,Sigeru,Narlikar,1953-07-12,1989-03-10,9999-01-01,Senior Staff
26279,Moty,Tyugu,1953-02-05,1995-02-03,9999-01-01,Technique Leader
26284,Paraskevi,Begiun,1954-10-12,1996-07-30,9999-01-01,Engineer
26285,Divine,Lupu,1954-03-26,1986-12-24,9999-01-01,Engineer
26289,Baoqiu,Michaels,1952-08-25,1987-04-24,9999-01-01,Engineer
26300,Marin,Gomatam,1954-09-12,1991-02-06,9999-01-01,Engineer
26313,Guoxiang,Perri,1953-09-09,1999-10-01,9999-01-01,Senior Engineer
26315,Adil,Schnabel,1953-05-19,1987-02-01,9999-01-01,Senior Staff
26317,Valdiodio,Weedman,1954-06-28,1985-07-14,9999-01-01,Senior Staff
26333,Heather,Conta,1952-03-14,1996-02-12,9999-01-01,Engineer
26340,Pradeep,Bahl,1952-03-21,1998-03-30,9999-01-01,Senior Engineer
26359,Jagoda,Covnot,1954-11-20,1988-03-24,9999-01-01,Senior Engineer
26369,Kiyotoshi,Sewelson,1954-01-17,1989-07-10,9999-01-01,Engineer
26373,Brewster,Bottner,1952-10-03,1991-05-30,9999-01-01,Assistant Engineer
26378,Huiqun,Streng,1953-05-17,1988-12-09,9999-01-01,Senior Engineer
26379,Falguni,Hutton,1954-08-09,1987-11-03,9999-01-01,Senior Engineer
26384,Macha,Picci,1952-10-22,1986-09-05,9999-01-01,Senior Staff
26398,Fay,Flowers,1952-09-23,1995-05-28,9999-01-01,Senior Staff
26402,Nathan,Pietracaprina,1954-08-05,1991-04-25,9999-01-01,Engineer
26408,Luisa,Khasidashvili,1952-07-26,1989-06-18,9999-01-01,Senior Staff
26414,Christoph,Thummel,1954-03-08,1991-12-02,9999-01-01,Senior Staff
26420,Sariel,Bruckman,1954-09-03,1991-04-19,9999-01-01,Engineer
26425,Bojan,Back,1953-07-14,1991-10-07,9999-01-01,Technique Leader
26428,Foong,Delgrossi,1952-11-29,1995-05-27,9999-01-01,Engineer
26429,Dipayan,Brizzi,1953-11-14,1987-10-19,9999-01-01,Engineer
26432,Honesty,Krichel,1952-03-04,2001-05-02,9999-01-01,Staff
26441,Tesuya,Halloran,1953-05-27,1986-07-18,9999-01-01,Senior Engineer
26443,Tokuyasu,Vilarrasa,1954-03-11,1991-05-28,9999-01-01,Senior Staff
26444,Yoshimitsu,Heuter,1952-02-15,1997-10-17,9999-01-01,Engineer
26446,Somnath,Kitsuregawa,1954-04-11,1991-10-29,9999-01-01,Senior Staff
26447,Zhiguo,Oskamp,1954-08-26,1989-03-09,9999-01-01,Senior Engineer
26455,Gaetan,Luga,1954-03-16,1992-03-30,9999-01-01,Senior Staff
26462,Zijian,Viele,1954-06-13,1996-02-10,9999-01-01,Technique Leader
26463,Vugranam,Coorg,1954-09-07,1991-08-25,9999-01-01,Senior Staff
26470,Toshimi,Danley,1952-07-30,1988-07-13,9999-01-01,Engineer
26474,Angel,Peng,1954-05-17,1987-08-24,9999-01-01,Engineer
26483,Shunichi,Manders,1953-01-01,1997-10-28,9999-01-01,Technique Leader
26488,Zdislav,Perly,1952-11-11,1993-09-20,9999-01-01,Senior Staff
26491,Rimon,Osgood,1953-09-10,1994-11-21,9999-01-01,Staff
26504,Chiranjit,Segond,1953-07-12,1991-06-28,9999-01-01,Senior Staff
26506,Mabry,Cangellaris,1952-02-07,1995-08-14,9999-01-01,Senior Staff
26508,Divier,Sambasivam,1952-12-12,1993-06-04,9999-01-01,Engineer
26517,JiYoung,Shimshoni,1953-02-24,1997-02-14,9999-01-01,Senior Staff
26543,Zhonghua,Koyama,1953-12-27,1987-12-04,9999-01-01,Technique Leader
26569,Zvonko,Penttonen,1952-03-21,1989-09-27,9999-01-01,Senior Engineer
26576,Adly,Suomi,1953-08-17,1996-06-04,9999-01-01,Senior Staff
26584,Adas,Mitsuhashi,1954-01-11,1992-09-17,9999-01-01,Engineer
26585,Stella,Rettelbach,1952-11-06,1998-01-28,9999-01-01,Senior Staff
26590,Adhemar,Beilner,1952-03-05,1999-10-29,9999-01-01,Staff
26603,Douadi,Einsfeld,1953-12-26,1996-03-08,9999-01-01,Senior Engineer
26607,Guozhong,Vidya,1953-10-27,1989-10-31,9999-01-01,Engineer
26623,Berni,Barbanera,1954-07-19,1989-06-23,9999-01-01,Senior Staff
26630,Aria,Kowalchuk,1954-03-06,2000-03-20,9999-01-01,Senior Engineer
26638,Basem,Hutton,1953-02-04,2001-02-27,9999-01-01,Senior Engineer
26646,Ottavia,Muhling,1952-02-04,1994-05-05,9999-01-01,Senior Staff
26652,KayLiang,Litzler,1954-04-16,1994-04-19,9999-01-01,Technique Leader
26654,Ult,Poujol,1954-01-30,1991-06-09,9999-01-01,Senior Staff
26660,Zhenbing,Luef,1953-01-20,1994-05-27,9999-01-01,Engineer
26667,Moon,Schrift,1952-10-01,1988-02-01,9999-01-01,Senior Engineer
26668,Berhard,Bahk,1952-10-15,1995-05-08,9999-01-01,Senior Staff
26682,Yucai,Baezner,1954-10-24,1988-01-01,9999-01-01,Senior Staff
26683,Kayoko,Covnot,1953-09-18,1987-04-27,9999-01-01,Senior Engineer
26692,Taisook,Cools,1953-03-19,1991-07-07,9999-01-01,Assistant Engineer
26708,Masoud,Zykh,1953-02-05,1994-12-17,9999-01-01,Senior Staff
26709,Narain,Marchegay,1954-04-27,1989-05-27,9999-01-01,Senior Staff
26715,Dhritiman,Baby,1953-08-20,1995-12-25,9999-01-01,Engineer
26729,Pantung,Smeets,1952-02-22,1995-01-13,9999-01-01,Engineer
26730,Chirstian,Oskamp,1952-06-16,1997-05-14,9999-01-01,Engineer
26747,Macha,McDermid,1953-05-13,1994-04-20,9999-01-01,Technique Leader
26751,Demin,Mersereau,1952-05-10,1994-08-23,9999-01-01,Staff
26752,Deniz,Zockler,1953-02-12,1985-08-09,9999-01-01,Engineer
26754,Lucien,Kowalchuk,1952-07-27,1999-12-03,9999-01-01,Assistant Engineer
26765,Ottavia,Cichocki,1954-12-04,1998-03-02,9999-01-01,Senior Staff
26769,Jinxi,Conti,1953-09-29,1999-06-21,9999-01-01,Senior Staff
26770,Ibibia,Ghelli,1953-02-08,1996-08-11,9999-01-01,Engineer
26771,Niteen,Parascandalo,1954-09-18,1996-01-01,9999-01-01,Senior Staff
26773,Marla,Lipner,1953-04-26,1990-10-11,9999-01-01,Senior Staff
26797,Karlis,Jording,1953-11-07,1997-03-01,9999-01-01,Senior Staff
26800,Theirry,Majewski,1953-02-09,1999-11-01,9999-01-01,Staff
26808,Jeanne,DuCasse,1953-04-29,1987-11-01,9999-01-01,Senior Staff
26811,Prodip,Farrow,1952-09-08,1996-01-28,9999-01-01,Senior Staff
26812,Licheng,Noriega,1952-02-11,1986-12-04,9999-01-01,Engineer
26819,Maria,Picaronny,1952-07-31,1998-02-24,9999-01-01,Engineer
26827,Elvia,Roisin,1952-06-16,1999-09-20,9999-01-01,Engineer
26833,Hirochika,Gustavson,1952-10-24,1999-11-07,9999-01-01,Senior Staff
26836,Alassane,Hofstetter,1952-09-29,1994-12-12,9999-01-01,Senior Staff
26846,Ewing,Chinal,1952-07-11,1985-08-20,9999-01-01,Assistant Engineer
26848,Boalin,Pollacia,1952-06-10,1999-04-26,9999-01-01,Engineer
26854,Ronnie,Marsiglia,1954-09-13,1999-10-01,9999-01-01,Engineer
26856,Kazuhiko,Cooke,1953-02-05,1985-08-04,9999-01-01,Engineer
26862,Sadegh,Hebert,1954-08-25,1998-11-06,9999-01-01,Engineer
26863,Badri,Shinomoto,1954-08-14,1989-08-29,9999-01-01,Senior Staff
26871,Marco,Perry,1952-09-07,1996-12-08,9999-01-01,Technique Leader
26873,Khue,Lienhardt,1954-08-12,1994-01-02,9999-01-01,Senior Staff
26875,Toshiko,Thombley,1953-05-12,1997-08-01,9999-01-01,Senior Engineer
26886,Ung,Rikino,1953-11-26,1993-07-26,9999-01-01,Senior Staff
26893,Berni,Perelgut,1954-08-17,1995-06-25,9999-01-01,Engineer
26896,Salvador,Argence,1954-07-08,1994-05-25,9999-01-01,Senior Staff
26905,Fatemeh,Markovitch,1953-01-10,1994-01-19,9999-01-01,Senior Staff
26906,Conor,Koyama,1952-05-16,1987-09-06,9999-01-01,Senior Staff
26911,Ramya,Bottner,1953-12-02,1995-06-25,9999-01-01,Engineer
26914,Xuejun,Ramsay,1953-12-07,1998-05-21,9999-01-01,Staff
26916,Constantino,Asmuth,1952-03-03,1989-11-15,9999-01-01,Engineer
26921,Shin,Worfolk,1953-08-11,1990-09-30,9999-01-01,Senior Staff
26928,Heng,Jeong,1954-05-25,1995-03-31,9999-01-01,Technique Leader
26946,Aleksander,Wendorf,1953-10-25,1992-04-11,9999-01-01,Senior Staff
26947,Pranav,Gini,1954-03-27,1997-05-22,9999-01-01,Engineer
26955,Elvis,Tanemo,1953-09-03,1998-06-21,9999-01-01,Senior Engineer
26958,Juichirou,Raoux,1952-06-25,2002-07-31,9999-01-01,Senior Engineer
26960,Zhenbing,Delgrossi,1953-04-22,1985-08-19,9999-01-01,Senior Engineer
26963,Oddvar,Rothe,1954-02-28,1996-01-27,9999-01-01,Engineer
26976,Muzhong,Sommen,1953-08-29,1986-03-26,9999-01-01,Senior Staff
26990,Ranga,Gihr,1954-07-04,1986-03-23,9999-01-01,Senior Staff
26993,Paloma,Dechter,1954-11-04,1990-12-06,9999-01-01,Engineer
26995,Sumali,Gyimothy,1954-09-01,1998-01-25,9999-01-01,Senior Staff
26999,Snehasis,Worfolk,1953-11-14,1985-04-25,9999-01-01,Engineer
27001,Mohan,Narahara,1954-01-21,1993-07-23,9999-01-01,Senior Staff
27004,Yunming,Greenaway,1952-05-12,1994-02-26,9999-01-01,Senior Staff
27010,Hairong,Lambe,1953-02-28,1998-03-07,9999-01-01,Staff
27013,Matk,Frijda,1954-08-22,1999-12-19,9999-01-01,Engineer
27023,Jinpo,Falster,1953-03-26,1998-02-15,9999-01-01,Engineer
27024,Zijian,Bennis,1953-01-10,1985-10-28,9999-01-01,Senior Staff
27030,Tua,Makinen,1953-09-04,1991-11-18,9999-01-01,Senior Staff
27031,Kensyu,Ramsey,1954-02-21,1998-04-04,9999-01-01,Engineer
27037,Gino,Staudhammer,1954-08-24,1996-12-09,9999-01-01,Staff
27039,Henk,Sullins,1954-10-30,1986-02-01,9999-01-01,Senior Staff
27044,Chuanyi,Zaiane,1954-05-25,1994-08-17,9999-01-01,Senior Engineer
27045,Teruyuki,Merks,1954-12-31,1986-12-29,9999-01-01,Engineer
27055,Yaghout,Dulay,1952-12-08,1989-07-17,9999-01-01,Senior Staff
27056,Leen,Hiyoshi,1954-02-27,1997-08-22,9999-01-01,Staff
27065,Roded,Eugenio,1953-05-10,1987-01-31,9999-01-01,Engineer
27068,Fumiya,Hmelo,1954-11-04,1998-11-06,9999-01-01,Staff
27069,Deborah,Ghelli,1953-04-12,1996-11-30,9999-01-01,Engineer
27073,Ung,Georg,1954-10-29,1996-02-04,9999-01-01,Staff
27096,Rayond,Tyugu,1953-07-21,1988-01-11,9999-01-01,Assistant Engineer
27104,Shietung,Tchuente,1954-03-27,1998-05-28,9999-01-01,Engineer
27107,Lansing,Murtha,1954-09-18,1998-12-20,9999-01-01,Senior Engineer
27109,Mary,Lanzelotte,1954-06-16,1995-06-21,9999-01-01,Senior Staff
27112,Yechezkel,Anily,1952-09-10,1988-06-02,9999-01-01,Engineer
27117,Shirish,Eugenio,1953-04-26,1989-10-22,9999-01-01,Engineer
