emp_no,first_name,last_name,dept_no,dept_name
55192,Weijing,Templeman,d005,Development
55194,Yechiam,Cyne,d004,Production
55199,Marco,Gadepally,d006,Quality Management
55204,Yuqun,Pagter,d003,Human Resources
55205,Phuoc,Peltason,d009,Customer Service
55207,Yefim,Ranon,d005,Development
55217,Poorav,Pews,d008,Research
55226,Marsal,Gecsel,d004,Production
55228,Keiichiro,Millington,d007,Sales
55230,Howell,Gonthier,d004,Production
55235,Toong,Gide,d005,Development
55237,Phule,Taubenfeld,d004,Production
55240,Weiru,Zwicker,d006,Quality Management
55242,Vitaly,Henseler,d009,Customer Service
55265,Luisa,Waleschkowski,d004,Production
55269,Gunilla,Veevers,d004,Production
55272,Mohua,Isaac,d004,Production
55273,Chiranjit,Zockler,d001,Marketing
55276,Masali,Cools,d006,Quality Management
55277,Teunis,Azumi,d005,Development
55281,Mohammad,Ellozy,d005,Development
55282,Vidya,Erbe,d004,Production
55285,Bikash,Siegrist,d004,Production
55291,Emdad,Perfilyeva,d005,Development
55294,Patricia,Spieker,d007,Sales
55306,Kotesh,Vuskovic,d001,Marketing
55319,Kwangho,Setlzner,d002,Finance
55320,Wayne,Waschkowski,d004,Production
55328,Temple,Boudaillier,d008,Research
55338,Chinhyun,Pesch,d007,Sales
55344,Tetsushi,Rijckaert,d005,Development
55346,Hausi,Schrooten,d004,Production
55352,Thanasis,Peyn,d002,Finance
55353,Takahito,Viele,d008,Research
55363,Venkatesan,Comellas,d002,Finance
55373,Otilia,Iwayama,d004,Production
55379,Anneke,Thambidurai,d005,Development
55382,Ziya,Shihab,d004,Production
55386,Bilhanan,Giarratana,d001,Marketing
55403,Fox,Rikino,d009,Customer Service
55404,Mara,Spell,d008,Research
55405,Gao,Merey,d004,Production
55407,Gopalakrishnan,Birta,d005,Development
55408,Remzi,Reistad,d005,Development
55414,Divine,Talmon,d005,Development
55417,Subbu,Eiron,d003,Human Resources
55419,Shuji,Trachtenberg,d005,Development
55422,Mahendra,Kranzdorf,d005,Development
55428,Moto,Lammel,d005,Development
55429,Miyeon,Bamford,d004,Production
55435,Xiaocheng,Suri,d007,Sales
55440,Ramzi,Shinomoto,d004,Production
55456,Valeri,Kadhim,d009,Customer Service
55459,Hongzue,Zeidenstein,d006,Quality Management
55466,Danae,Mitsuhashi,d006,Quality Management
55472,Gudjon,Birta,d008,Research
55476,Kokou,Halevi,d005,Development
55479,Serap,Erva,d004,Production
55481,Gina,Joslin,d005,Development
55498,Filipe,Heusch,d005,Development
55499,Kamakshi,Diderrich,d008,Research
55504,Jouni,Radwan,d004,Production
55505,Kristen,Fabrizio,d005,Development
55506,Zhensheng,Kusakabe,d004,Production
55514,Masoud,Chleq,d003,Human Resources
55521,Sanjai,Brender,d003,Human Resources
55542,Candido,Gaughan,d005,Development
55546,Filipe,Narwekar,d005,Development
55563,Nathan,Ranka,d001,Marketing
55571,Arie,Pusterhofer,d007,Sales
55589,Murthy,Naudin,d007,Sales
55590,Anoosh,Shumilov,d004,Production
55592,Alexius,Karcich,d007,Sales
55605,Yagil,Chenney,d002,Finance
55610,Moty,Feldhoffer,d002,Finance
55622,Peer,Ranta,d004,Production
55624,Torsten,Shrader,d004,Production
55632,Byong,Ravishankar,d004,Production
55637,Szabolcs,Erde,d004,Production
55639,Gaetan,Bridgland,d004,Production
55641,Arra,Moehrke,d005,Development
55646,Jiakeng,Schmittgen,d007,Sales
55655,Pranav,Tzvieli,d005,Development
55656,Toshimo,Molenaar,d002,Finance
55669,Shounak,Saoudi,d004,Production
55674,Fumiko,Biron,d005,Development
55675,Rimli,Molenkamp,d007,Sales
55681,Hatsukazu,Azuma,d005,Development
55682,Moto,Hanabata,d005,Development
55686,Ipke,Shinomoto,d004,Production
55699,Aluzio,Liesche,d005,Development
55701,JoAnne,Dulin,d002,Finance
55702,Gianluca,Kopetz,d003,Human Resources
55704,Conor,Matzov,d005,Development
55707,Vugranam,Stiles,d004,Production
55711,Uzi,Mamelak,d004,Production
55713,Arie,Serdy,d004,Production
55715,Heon,Silva,d004,Production
55718,Jeane,McAffer,d007,Sales
55726,Vitali,Krohm,d001,Marketing
55727,Dmitri,Hiyoshi,d001,Marketing
55729,Carrsten,Vesna,d004,Production
55738,Mitsuyuki,Backhouse,d005,Development
55749,Heeju,Horswill,d004,Production
55756,Alair,Warwick,d009,Customer Service
55762,Pascal,Rajcani,d004,Production
55765,Kotesh,Noriega,d004,Production
55768,Shahid,Chandrasekhar,d001,Marketing
55769,Geoffrey,Coombs,d007,Sales
55777,Prodip,Chorvat,d006,Quality Management
55783,Adam,McFarlin,d004,Production
55784,Lijia,Luby,d001,Marketing
55793,Tadahiro,Perry,d009,Customer Service
55798,Pasqua,Knightly,d001,Marketing
55806,Adin,Grospietsch,d008,Research
55809,Sergi,Ertl,d005,Development
55812,Kiyotoshi,Milicia,d006,Quality Management
55825,Lech,Fairtlough,d009,Customer Service
55832,Chikako,Sidje,d004,Production
55835,Nechama,Waymire,d007,Sales
55848,Anneli,Ozeri,d001,Marketing
55851,Guadalupe,Velardi,d004,Production
55861,Alois,Delgrande,d004,Production
55864,Eldridge,Hutter,d007,Sales
55866,Ult,Puoti,d006,Quality Management
55867,Piyawadee,Guerreiro,d009,Customer Service
55872,Basant,Quittner,d005,Development
55876,Jacopo,Hennebert,d009,Customer Service
55894,Atreye,Schaft,d006,Quality Management
55897,Jiafu,Karnin,d004,Production
55907,Ghassan,Herbst,d007,Sales
55908,Xinglin,Ghalwash,d007,Sales
55911,Randi,Noriega,d009,Customer Service
55914,Lobel,Thibadeau,d004,Production
55919,Chiranjit,Nergos,d006,Quality Management
55929,Moni,Marakhovsky,d001,Marketing
55935,Theirry,Skafidas,d005,Development
55945,Becky,Biros,d005,Development
55946,Shan,Wossner,d008,Research
55947,Narain,Asmuth,d004,Production
55949,Felicidad,Gini,d007,Sales
55956,Barun,Rebaine,d006,Quality Management
55961,Alassane,Validov,d004,Production
55964,Aleksander,Auyong,d009,Customer Service
55967,Hongzhu,Pena,d004,Production
55969,Udaiprakash,Gerteisen,d009,Customer Service
55971,Karoline,Gustavson,d004,Production
55979,Guangming,VanScheik,d005,Development
55982,Marco,Conde,d004,Production
55985,Ung,Aamodt,d004,Production
56000,Mara,Fujisawa,d006,Quality Management
56003,Paraskevi,Ranta,d006,Quality Management
56010,Noritoshi,Nyanchama,d004,Production
56021,Kshitij,Morris,d004,Production
56026,Martine,Farris,d005,Development
56038,Herbert,Murthy,d009,Customer Service
56049,Felicidad,Waymire,d009,Customer Service
56050,Jaroslava,Uhrik,d007,Sales
56052,Sudhanshu,Markovitch,d007,Sales
56058,Christoper,Schapire,d007,Sales
56064,Basem,Rijsenbrij,d008,Research
56071,Augustine,Orsini,d005,Development
56075,Shih,Denis,d005,Development
56086,Yuuichi,Cooman,d007,Sales
56090,Teunis,Serot,d004,Production
56098,Bernd,Tsunoo,d004,Production
56106,Saeko,Chiola,d007,Sales
56110,Jouni,Reeken,d005,Development
56114,Masadi,Krone,d005,Development
56115,Breannda,Peltason,d007,Sales
56125,Heon,Thombley,d005,Development
56127,Subbu,Sidje,d001,Marketing
56135,Heping,Bade,d007,Sales
56136,Ramya,Buchter,d007,Sales
56142,Shuho,Rothe,d009,Customer Service
56143,Sakthirel,Bondorf,d007,Sales
56146,Gilbert,Glowinski,d005,Development
56157,Sajjad,Cannane,d008,Research
56167,Djenana,Tibblin,d007,Sales
56169,Jeanne,Zlotek,d004,Production
56173,Barun,Erde,d009,Customer Service
56176,Eldridge,Siksek,d002,Finance
56180,Chenxi,Luff,d009,Customer Service
56186,Shigeu,Ecklund,d005,Development
56187,Youpyo,Lienhardt,d008,Research
56188,Mabhin,Eppinger,d007,Sales
56198,Duro,Brattka,d006,Quality Management
56200,Marsja,Demian,d001,Marketing
56203,Divier,Baranowski,d007,Sales
56225,Miquel,Rusmann,d005,Development
56227,Shen,Makrucki,d007,Sales
56229,Pascal,Marakhovsky,d004,Production
56235,Subir,Vanwelkenhuysen,d005,Development
56239,Sariel,Zultner,d004,Production
56242,Rayond,Koshiba,d008,Research
56254,Yechezkel,Lunt,d009,Customer Service
56261,Marjo,Herath,d005,Development
56262,Dharmaraja,Androutsos,d008,Research
56267,Taisook,Serre,d004,Production
56271,Huai,Plavsic,d005,Development
56272,Tremaine,Furudate,d009,Customer Service
56279,Xiaopeng,Ramsay,d003,Human Resources
56281,Sanjoy,Brizzi,d003,Human Resources
56292,Maik,Barbanera,d007,Sales
56296,Lobel,Suessmith,d004,Production
56298,Gro,Peir,d005,Development
56304,Luerbio,Bardell,d005,Development
56314,Bowen,Morrey,d007,Sales
56319,Yishai,Broder,d007,Sales
56326,Mantis,Juneja,d004,Production
56327,Holgard,Karunanithi,d004,Production
56328,Surveyors,Rullman,d006,Quality Management
56329,Zhenhua,Naumovich,d005,Development
56333,Jiann,Gini,d006,Quality Management
56336,Fai,Sgarro,d002,Finance
56339,Arunas,Gill,d008,Research
56350,Boguslaw,Ariola,d009,Customer Service
56364,Zdislav,Bakhtari,d002,Finance
56366,Aleksander,Szmurlo,d004,Production
56377,Mountaz,Taubenfeld,d007,Sales
56378,Shichao,Lowrie,d004,Production
56380,Shuzo,Atchley,d005,Development
56382,Valery,Bardell,d007,Sales
56389,Ronghao,Ghandeharizadeh,d005,Development
56393,Ute,Kolvik,d008,Research
56403,Alagu,Honglei,d007,Sales
56406,Sachem,Schusler,d007,Sales
56410,Jordanka,Iisaku,d005,Development
56420,Limsoon,Hiltgen,d004,Production
56423,Eckart,Huhdanpaa,d005,Development
56426,Shigeu,Brlek,d008,Research
56437,Prodip,Feldmann,d005,Development
56439,Sangeeta,Henders,d005,Development
56445,Chikara,Liesche,d005,Development
56448,Kayoko,Covnot,d005,Development
56451,Yuchang,Massonet,d005,Development
56455,Khaled,Juneja,d001,Marketing
56463,Maja,Staudhammer,d005,Development
56486,Steen,Lindqvist,d007,Sales
56487,Kwun,Hoogerwoord,d004,Production
56495,Lokesh,Genther,d004,Production
56502,Dipayan,Ulupinar,d005,Development
56503,Tsvetan,Zwicker,d005,Development
56506,Martijn,Claffy,d005,Development
56525,Xuedong,Millington,d004,Production
56528,Uinam,Heijenga,d004,Production
56529,Xinglin,Baaz,d007,Sales
56534,Chuanyi,Swen,d008,Research
56539,Arup,Engelmann,d005,Development
56542,Radhakrishnan,Einsfeld,d008,Research
56543,Chrisa,Hanabata,d005,Development
56559,Carrsten,Mondadori,d006,Quality Management
56565,Odinaldo,Hiltgen,d004,Production
56567,Prasadram,Cmelik,d002,Finance
56575,Berry,Simkin,d004,Production
56583,Mayuko,McClurg,d005,Development
56588,Denny,Karcich,d008,Research
56589,Martial,Goldhammer,d007,Sales
56593,Herb,Muntz,d004,Production
56597,Tzvetan,Huhdanpaa,d003,Human Resources
56601,Feixiong,Mattern,d006,Quality Management
56605,Arun,Gist,d005,Development
56608,Denny,Trachtenberg,d007,Sales
56611,Lalit,Zhang,d005,Development
56621,Shahab,Knightly,d005,Development
56633,Percy,Varker,d008,Research
56634,Haldun,Demke,d006,Quality Management
56637,Kwangho,Birnbaum,d002,Finance
56638,Ortrud,Bach,d004,Production
56643,Jayson,Ghazalie,d003,Human Resources
56648,Mantis,Ranka,d007,Sales
56654,Moie,Badr,d005,Development
56655,Martijn,Klassen,d009,Customer Service
56657,Kristian,Cichocki,d009,Customer Service
56661,Navid,Kornatzky,d007,Sales
56662,Rosita,Kirkerud,d001,Marketing
56663,Eben,Takanami,d004,Production
56666,Fumiyo,Pavlopoulou,d003,Human Resources
56667,Surveyors,Berstel,d006,Quality Management
56670,Georg,Falck,d003,Human Resources
56678,Murthy,McAffer,d007,Sales
56689,Eric,Heydon,d004,Production
56693,Vesna,Halloran,d007,Sales
56694,Aram,Godskesen,d005,Development
56701,KayLiang,Kobuchi,d007,Sales
56702,Jinpo,Plessier,d006,Quality Management
56708,Petter,Varker,d004,Production
56709,Yahiko,Uchoa,d005,Development
56733,Qiwen,Siepmann,d003,Human Resources
56740,Sashi,Vuskovic,d005,Development
56744,Yongqiao,Schwaller,d004,Production
56745,Shai,Pulkowski,d004,Production
56753,Foong,Madeira,d007,Sales
56759,Fen,Gyimothy,d003,Human Resources
56763,Mahendra,Cangellaris,d007,Sales
56766,Elzbieta,Petereit,d005,Development
56767,Mark,Trelles,d001,Marketing
56772,Baocai,Luef,d004,Production
56775,Sudhanshu,Attimonelli,d003,Human Resources
56790,Mayuko,Walston,d004,Production
56799,Gita,Sooriamurthi,d007,Sales
56804,Arra,Heinisuo,d005,Development
56805,Lech,Stifter,d005,Development
56808,Yuriy,Anick,d003,Human Resources
56809,Dinkar,Ranon,d005,Development
56818,Venkatesan,Imataki,d004,Production
56826,Marsha,Ghandeharizadeh,d004,Production
56831,Zvonko,Baaz,d005,Development
56832,Jacopo,Falster,d004,Production
56834,Aloke,Bressoud,d007,Sales
56839,Zeydy,Morrow,d006,Quality Management
56852,Stafford,Khamsi,d006,Quality Management
56853,Monique,Bennis,d006,Quality Management
56859,Conor,Jansen,d003,Human Resources
56861,Premal,Bondorf,d004,Production
56862,Ymte,Thimonier,d007,Sales
56867,Jaques,Luiz,d009,Customer Service
56868,Kensyu,Babb,d005,Development
56873,Jaber,Delgrande,d009,Customer Service
56874,Karsten,Laventhal,d001,Marketing
56879,Arne,Junet,d008,Research
56883,Honglan,Busillo,d008,Research
56887,Fabrizio,Itschner,d007,Sales
56893,Jixiang,Bhattacharjee,d004,Production
56899,Shiv,Steinauer,d008,Research
56901,Sverrir,Fordan,d004,Production
56903,Giordano,Schusler,d009,Customer Service
56905,Insup,Genin,d007,Sales
56912,Felicidad,Polupanov,d005,Development
56925,Sverrir,Kilgore,d007,Sales
56936,Bernice,Wendorf,d005,Development
56938,Thodoros,Flowers,d001,Marketing
56943,Kendra,Mapelli,d007,Sales
56945,Fay,Nanard,d004,Production
56950,Saeed,Edelhoff,d007,Sales
56952,Itzchak,Leppanen,d005,Development
56954,Reuven,Peir,d009,Customer Service
56956,Dante,Showalter,d009,Customer Service
56961,Guoxiang,Peyn,d009,Customer Service
56968,Divier,Garigliano,d002,Finance
56972,Shigeo,Schlumberger,d004,Production
56975,Samphel,Sudkamp,d005,Development
56984,Guiseppe,Erni,d004,Production
56985,Pranav,Bolotov,d001,Marketing
56991,Keung,Laurillard,d003,Human Resources
57000,Toshiko,Lortz,d007,Sales
57004,Guther,Peris,d004,Production
57006,Dung,Middleton,d004,Production
57045,Luise,Picci,d002,Finance
57055,Divine,Kitai,d003,Human Resources
57064,Arco,Serov,d005,Development
57068,Mari,Rabehasaina,d004,Production
57071,Wilmer,Stenning,d004,Production
57075,Alexius,Duclos,d009,Customer Service
57079,Shay,Rassart,d005,Development
57080,Odinaldo,Sooriamurthi,d005,Development
57087,Niranjan,Giarratana,d005,Development
57106,Shridhar,Chiodo,d009,Customer Service
57107,Shigenori,Serre,d007,Sales
57110,Gou,Stellhorn,d007,Sales
57111,Armond,Suermann,d005,Development
57115,Nirmal,Zobel,d005,Development
57118,Xinan,Champarnaud,d005,Development
57119,Aleksandar,Bondorf,d003,Human Resources
57123,Fatemeh,Zedlitz,d005,Development
57144,Arunachalam,Salinas,d004,Production
57150,Jayesh,Leivant,d005,Development
57153,Rosine,Azumi,d002,Finance
57155,Lene,Brattka,d007,Sales
57164,Manu,Gecsel,d007,Sales
57176,Pranav,Stenning,d004,Production
57177,Souichi,Papsdorf,d002,Finance
57178,Oldrich,Rousseau,d007,Sales
57188,Taiji,Juneja,d008,Research
57190,Youpyo,Uhrik,d003,Human Resources
57194,Eishiro,Frolund,d004,Production
57198,Yucel,Noriega,d004,Production
57202,Subhrajyoti,Maksimenko,d009,Customer Service
57205,Mohd,Verspoor,d005,Development
57208,Xiaoqiu,Greibach,d009,Customer Service
57210,Odinaldo,Veccia,d001,Marketing
57211,Uta,Undy,d005,Development
57217,Freyja,Sommer,d005,Development
57218,Masamitsu,Ranum,d004,Production
57223,Danel,Copas,d005,Development
57229,Haldon,Usery,d007,Sales
57233,Hein,Murillo,d005,Development
57234,Junsik,Veldwijk,d001,Marketing
57243,Shushma,Matteis,d004,Production
57246,Uinam,Bamford,d001,Marketing
57255,Hyuckchul,Rodiger,d003,Human Resources
57256,Tomoyuki,Kalafatis,d008,Research
57262,Steve,Yavatkar,d007,Sales
57269,Tesuro,Berztiss,d003,Human Resources
57272,Neelam,Siprelle,d004,Production
57279,Rafail,Swab,d007,Sales
57294,Sariel,Engelmann,d008,Research
57295,Armond,Carrera,d004,Production
57297,Tamiya,Benaini,d001,Marketing
57300,Alejandro,Uhrig,d007,Sales
57308,Gritta,Parfitt,d005,Development
57312,Muzhong,Preusig,d004,Production
57324,Abdelghani,Gajiwala,d005,Development
57328,Gopalakrishnan,Silva,d004,Production
57337,Vasiliy,Rabehasaina,d004,Production
57338,Mostafa,Rouquie,d007,Sales
57340,Gro,Constantine,d005,Development
57342,Arnd,Krychniak,d004,Production
57349,Debaprosad,Bondorf,d005,Development
57350,Aluzio,Georgakopoulos,d004,Production
57373,Mabry,Zhiwei,d007,Sales
57377,Adel,Slobodova,d005,Development
57379,Pranay,Pollacia,d009,Customer Service
57380,Bodh,Verhoeff,d005,Development
57384,Chirstian,Birch,d004,Production
57390,Isamu,Perl,d005,Development
57392,Yechezkel,Detkin,d009,Customer Service
57397,Xiaocheng,Hmelo,d002,Finance
57426,Yannik,Lorch,d005,Development
57427,Adit,Kalefeld,d004,Production
57429,Krister,Zhang,d006,Quality Management
57442,Arvin,Klassen,d005,Development
57457,Iara,Haumacher,d005,Development
57464,Weidon,Benveniste,d009,Customer Service
57468,Collette,Roccetti,d005,Development
57472,Stepehn,Willoner,d004,Production
57474,Gilbert,Katalagarianos,d001,Marketing
57476,Badri,Staudhammer,d007,Sales
57477,Kellyn,Rijsenbrij,d005,Development
57485,Georgy,Ligten,d009,Customer Service
57487,Yefim,Majewski,d003,Human Resources
57488,Junichi,Shimshoni,d005,Development
57489,Jaihie,Benaini,d005,Development
57492,Parto,Miyakawa,d007,Sales
57503,Yefim,Spinelli,d004,Production
57508,Muneo,Rousseau,d007,Sales
57513,Zorica,Merli,d005,Development
57525,Herbert,Dechter,d007,Sales
57531,Tonia,Tomescu,d006,Quality Management
57532,Yannis,Cochrane,d009,Customer Service
57535,Dante,Petereit,d004,Production
57537,Yannis,Hoogerwoord,d001,Marketing
57540,Shounak,Armand,d005,Development
57544,Gererd,Lammel,d005,Development
57546,Lena,Schoegge,d002,Finance
57547,Jaber,Stafford,d004,Production
57566,Masami,Barinka,d005,Development
57568,Toshimori,Gornas,d005,Development
57575,Kellie,Schurmann,d005,Development
57577,Piyush,Holburn,d007,Sales
57578,Moheb,Fioravanti,d004,Production
57580,Mrinalini,Krupka,d004,Production
57596,Shigehito,Schahn,d007,Sales
57598,Lokesh,Heinisuo,d007,Sales
57601,Kazuyasu,Brobst,d007,Sales
57603,Arunas,Frezza,d005,Development
57609,Greger,Casperson,d005,Development
57610,Khaled,Vecchi,d007,Sales
57612,Raimond,Rousseau,d002,Finance
57616,Akeno,Bergere,d008,Research
57618,Subhada,Schneeberger,d005,Development
57620,Along,Kragelund,d006,Quality Management
57622,Jianhua,Koshino,d004,Production
57628,Shigehiro,Gornas,d001,Marketing
57629,Gretta,Vendrig,d007,Sales
57649,Gino,Kropp,d005,Development
57664,Gladys,England,d005,Development
57665,Eldridge,Whittlesey,d009,Customer Service
57670,Poornachandra,Perz,d005,Development
57672,Stevo,Peltason,d004,Production
57676,Alper,Noriega,d009,Customer Service
57688,Mariangiola,Hofting,d007,Sales
57695,Zhiguo,Kusakari,d001,Marketing
57696,Arne,Monarch,d004,Production
57699,Yakichi,Talmor,d005,Development
57706,Kolar,Quaggetto,d001,Marketing
57711,Bezalel,Farrow,d008,Research
57713,Theron,Bolotov,d005,Development
57715,Shaibal,Chinen,d003,Human Resources
57716,Kristinn,Schmiedel,d005,Development
57721,Aral,Weedman,d001,Marketing
57722,Florina,Candan,d007,Sales
57727,Yannis,Vesel,d006,Quality Management
57733,Ramalingam,Cooke,d001,Marketing
57740,Georgi,Osgood,d005,Development
57741,Dinah,Bouloucos,d004,Production
57744,Kiyotoshi,Pesch,d004,Production
57747,Fun,Lubachevsky,d005,Development
57751,Dulce,Maksimenko,d005,Development
57755,Breannda,Munoz,d007,Sales
57756,Kwok,Ghalwash,d003,Human Resources
57768,Izaskun,Talmor,d007,Sales
57769,Youpyo,Vickson,d009,Customer Service
57780,Martial,Androutsos,d009,Customer Service
57795,Magy,Tetzlaff,d008,Research
57815,JiYoung,Munawer,d002,Finance
57821,Alejandra,Bolotov,d007,Sales
57822,Sachem,Camurati,d007,Sales
57827,Abdelkader,Vasanthakumar,d003,Human Resources
57834,Hideyuki,Demeyer,d005,Development
57837,Aria,Murtafg,d005,Development
57840,Panayotis,Jullig,d007,Sales
57841,Jordanka,Baek,d003,Human Resources
57847,Moon,Kornatzky,d008,Research
57850,Ayakannu,Kawashima,d001,Marketing
57852,Sivanarayana,Sadowsky,d002,Finance
57861,Akhilish,Munoz,d008,Research
57862,Reuven,Nyanchama,d003,Human Resources
57877,Brigham,Delgrande,d005,Development
57880,Mandell,Brodie,d007,Sales
57882,Marsal,Bressoud,d001,Marketing
57883,Uma,Danlos,d006,Quality Management
57891,Oscar,Schapiro,d004,Production
57893,Khalid,Tasistro,d005,Development
57898,Atilio,Pearson,d005,Development
57901,Koichi,VanScheik,d005,Development
57903,Chriss,Munck,d001,Marketing
57908,Holgard,Monarch,d007,Sales
